epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
276,692.504,0.6573,1.69244,0.57035,0.58912,0.87807,0.62128,0.34688,0.35478,0.24183,0.38172,0.13365,0.08351,0.027,1.13008,1.88115,0.58774,2.4992,1.05796,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05,8.06001e-05,2.68667e-05
277,694.787,0.7293,1.71903,0.56908,0.62171,0.84213,0.62037,0.3463,0.35506,0.24172,0.37043,0.11937,0.07814,0.02568,1.13232,1.88007,0.58695,2.50603,1.05715,7.6654e-05,2.55513e-05,7.6654e-05,2.55513e-05,7.6654e-05,2.55513e-05,7.6654e-05,2.55513e-05
278,697.317,0.64111,1.80143,0.55221,0.63985,0.87863,0.62247,0.3514,0.3526,0.24117,0.37911,0.11899,0.07802,0.02561,1.12854,1.87914,0.58756,2.4894,1.05439,7.28656e-05,2.42885e-05,7.28656e-05,2.42885e-05,7.28656e-05,2.42885e-05,7.28656e-05,2.42885e-05
279,699.678,0.65405,1.83747,0.54764,0.59094,0.84622,0.36163,0.38106,0.35361,0.24196,0.37503,0.11937,0.08023,0.02725,1.12895,1.87761,0.58775,2.49866,1.05597,6.92353e-05,2.30784e-05,6.92353e-05,2.30784e-05,6.92353e-05,2.30784e-05,6.92353e-05,2.30784e-05
280,702.157,0.64118,1.6847,0.58157,0.62106,0.85869,0.62605,0.35028,0.35403,0.23952,0.37622,0.11937,0.08274,0.0273,1.12949,1.87882,0.58756,2.49871,1.05671,6.57636e-05,2.19212e-05,6.57636e-05,2.19212e-05,6.57636e-05,2.19212e-05,6.57636e-05,2.19212e-05
281,704.413,0.64471,1.48406,0.56904,0.57624,0.86675,0.623,0.34778,0.35412,0.24101,0.37358,0.11937,0.08313,0.02848,1.13041,1.87774,0.58735,2.49862,1.05763,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05,6.24508e-05,2.08169e-05
282,706.905,0.68144,1.77354,0.58891,0.60208,0.86616,0.6177,0.34248,0.35232,0.23921,0.36779,0.11571,0.0828,0.02842,1.12721,1.88,0.58787,2.50694,1.05657,5.92973e-05,1.97658e-05,5.92973e-05,1.97658e-05,5.92973e-05,1.97658e-05,5.92973e-05,1.97658e-05
283,709.174,0.74159,1.78781,0.5786,0.63244,0.8852,0.61629,0.3442,0.35377,0.23953,0.36336,0.11469,0.08305,0.02811,1.12477,1.87893,0.58816,2.49808,1.05745,5.63034e-05,1.87678e-05,5.63034e-05,1.87678e-05,5.63034e-05,1.87678e-05,5.63034e-05,1.87678e-05
284,711.672,0.6568,1.52035,0.56177,0.59704,0.85322,0.61641,0.3474,0.35411,0.24145,0.36175,0.11374,0.08423,0.03014,1.12131,1.8821,0.58756,2.51063,1.05457,5.34695e-05,1.78232e-05,5.34695e-05,1.78232e-05,5.34695e-05,1.78232e-05,5.34695e-05,1.78232e-05
285,713.988,0.64456,1.63593,0.56479,0.57137,0.86761,0.35959,0.38302,0.35532,0.24419,0.35974,0.11247,0.08384,0.03058,1.1224,1.88117,0.58761,2.51053,1.05536,5.07959e-05,1.6932e-05,5.07959e-05,1.6932e-05,5.07959e-05,1.6932e-05,5.07959e-05,1.6932e-05
286,716.548,0.69506,1.54459,0.54605,0.60098,0.90199,0.61298,0.34466,0.35592,0.24394,0.35727,0.11134,0.08408,0.0287,1.1213,1.87737,0.58796,2.51037,1.05831,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05,4.82828e-05,1.60943e-05
287,718.894,0.68546,1.65785,0.53883,0.61435,0.86804,0.62448,0.3407,0.35543,0.24535,0.36798,0.10393,0.0844,0.03062,1.12288,1.87737,0.5886,2.50331,1.05788,4.59306e-05,1.53102e-05,4.59306e-05,1.53102e-05,4.59306e-05,1.53102e-05,4.59306e-05,1.53102e-05
288,721.414,0.70892,1.83328,0.57034,0.67309,0.85392,0.62331,0.34317,0.35538,0.24692,0.36861,0.1041,0.08441,0.02869,1.12404,1.87596,0.58964,2.50752,1.05924,4.37395e-05,1.45798e-05,4.37395e-05,1.45798e-05,4.37395e-05,1.45798e-05,4.37395e-05,1.45798e-05
289,723.656,0.66604,1.69035,0.58031,0.62599,0.86393,0.62079,0.34317,0.35544,0.24478,0.36871,0.10405,0.0844,0.02869,1.12879,1.87715,0.58922,2.50973,1.06082,4.17097e-05,1.39032e-05,4.17097e-05,1.39032e-05,4.17097e-05,1.39032e-05,4.17097e-05,1.39032e-05
290,726.173,0.64834,1.45199,0.54067,0.57354,0.85657,0.62583,0.33824,0.35264,0.24416,0.37042,0.10438,0.0797,0.02866,1.1314,1.87889,0.58824,2.49131,1.06059,3.98414e-05,1.32805e-05,3.98414e-05,1.32805e-05,3.98414e-05,1.32805e-05,3.98414e-05,1.32805e-05
291,769.074,0.68308,1.53458,0.53083,0.65663,0.85443,0.62082,0.33681,0.35351,0.24603,0.34831,0.11579,0.07649,0.02634,1.13518,1.88783,0.59058,2.45941,1.06123,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05,3.8135e-05,1.27117e-05
292,771.847,0.66665,1.5676,0.52823,0.59199,0.86184,0.5513,0.38603,0.35787,0.24247,0.36673,0.13365,0.07565,0.02284,1.1548,1.89494,0.59048,2.44864,1.0701,3.65905e-05,1.21968e-05,3.65905e-05,1.21968e-05,3.65905e-05,1.21968e-05,3.65905e-05,1.21968e-05
293,774.212,0.72474,2.06801,0.532,0.63249,0.8369,0.37128,0.42149,0.35654,0.23852,0.38279,0.13365,0.07541,0.02462,1.16791,1.90236,0.58991,2.42479,1.08152,3.52081e-05,1.1736e-05,3.52081e-05,1.1736e-05,3.52081e-05,1.1736e-05,3.52081e-05,1.1736e-05
294,776.721,0.75535,1.6601,0.54077,0.74537,0.83286,0.61151,0.35597,0.36642,0.2412,0.386,0.13365,0.08121,0.02477,1.18221,1.91297,0.59031,2.40189,1.08826,3.3988e-05,1.13293e-05,3.3988e-05,1.13293e-05,3.3988e-05,1.13293e-05,3.3988e-05,1.13293e-05
295,779.252,0.64231,1.76742,0.50691,0.60222,0.8377,0.35631,0.42002,0.35567,0.23775,0.39863,0.13365,0.07537,0.02342,1.18385,1.91668,0.58975,2.39552,1.08889,3.29303e-05,1.09768e-05,3.29303e-05,1.09768e-05,3.29303e-05,1.09768e-05,3.29303e-05,1.09768e-05
296,781.841,0.666,1.75127,0.51275,0.65678,0.86924,0.35956,0.41606,0.35475,0.24026,0.41851,0.13365,0.0775,0.02724,1.18018,1.92305,0.58998,2.40245,1.09021,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05,3.20351e-05,1.06784e-05
297,784.094,0.68337,1.81697,0.53097,0.77399,0.86145,0.3548,0.41261,0.35716,0.23817,0.32292,0.10664,0.06409,0.0223,1.18032,1.92275,0.59006,2.39935,1.08997,3.13026e-05,1.04342e-05,3.13026e-05,1.04342e-05,3.13026e-05,1.04342e-05,3.13026e-05,1.04342e-05
298,786.545,0.79689,1.90432,0.54029,0.7944,0.88626,0.3758,0.35404,0.34996,0.23337,0.33552,0.10794,0.06422,0.02221,1.17593,1.93092,0.59148,2.40331,1.09015,3.07328e-05,1.02443e-05,3.07328e-05,1.02443e-05,3.07328e-05,1.02443e-05,3.07328e-05,1.02443e-05
299,788.8,0.67252,1.79268,0.53357,0.65869,0.84788,0.37034,0.35649,0.34678,0.23485,0.40915,0.14794,0.07962,0.02716,1.1791,1.93367,0.59104,2.40149,1.08941,3.03257e-05,1.01086e-05,3.03257e-05,1.01086e-05,3.03257e-05,1.01086e-05,3.03257e-05,1.01086e-05
300,791.349,0.66731,1.61223,0.52614,0.60789,0.81826,0.36182,0.36051,0.34252,0.23403,0.41502,0.14794,0.0839,0.02996,1.18199,1.92828,0.59074,2.40818,1.09437,3.00814e-05,1.00271e-05,3.00814e-05,1.00271e-05,3.00814e-05,1.00271e-05,3.00814e-05,1.00271e-05
